user_id,subscription_type,subscription_date,amount_usd,is_trial
11823,Monthly,2024-05-05,4.99,False
9051,Monthly,2024-06-11,4.99,True
80052,Monthly,2024-05-21,4.99,True
39468,Monthly,2024-03-24,4.99,True
75457,Monthly,2024-06-23,4.99,False
1531,Yearly,2024-05-21,49.99,False
43417,Monthly,2024-04-17,4.99,False
5291,Monthly,2024-04-01,4.99,False
11333,Monthly,2024-06-20,4.99,False
35979,Monthly,2024-06-29,4.99,False
16885,Monthly,2024-06-07,4.99,False
32711,Monthly,2024-04-19,4.99,False
92135,Monthly,2024-01-31,4.99,True
16484,Monthly,2024-04-08,4.99,False
2391,Monthly,2024-01-13,4.99,True
21955,Monthly,2024-02-04,4.99,False
18516,Monthly,2024-02-26,4.99,False
17661,Monthly,2024-06-25,4.99,False
48238,Monthly,2024-06-30,4.99,False
43380,Monthly,2024-01-21,4.99,False
39646,Monthly,2024-06-25,4.99,True
12893,Yearly,2024-03-20,49.99,False
64911,Monthly,2024-02-13,4.99,True
87453,Monthly,2024-02-03,4.99,True
30721,Monthly,2024-05-30,4.99,True
17216,Monthly,2024-03-05,4.99,False
16625,Monthly,2024-04-01,4.99,False
47160,Monthly,2024-03-07,4.99,False
2679,Yearly,2024-03-24,49.99,False
13567,Monthly,2024-03-13,4.99,False
18859,Monthly,2024-06-28,4.99,False
18591,Monthly,2024-01-28,4.99,True
9132,Yearly,2024-05-22,49.99,True
1957,Monthly,2024-03-10,4.99,True
12463,Monthly,2024-02-26,4.99,False
59399,Monthly,2024-03-07,4.99,True
2294,Yearly,2024-06-10,49.99,True
89490,Monthly,2024-06-02,4.99,False
98307,Monthly,2024-04-20,4.99,True
40906,Monthly,2024-02-17,4.99,False
61877,Monthly,2024-02-02,4.99,False
12230,Monthly,2024-01-25,4.99,False
33470,Yearly,2024-06-28,49.99,False
7088,Monthly,2024-01-17,4.99,False
2171,Monthly,2024-05-23,4.99,False
34784,Monthly,2024-01-27,4.99,False
61454,Yearly,2024-02-17,49.99,False
88752,Monthly,2024-05-27,4.99,False
26507,Yearly,2024-02-13,49.99,False
36366,Monthly,2024-04-11,4.99,False
59504,Monthly,2024-04-05,4.99,False
35531,Monthly,2024-05-07,4.99,False
78227,Monthly,2024-05-14,4.99,False
88571,Monthly,2024-02-13,4.99,False
90202,Monthly,2024-02-28,4.99,False
85779,Monthly,2024-05-14,4.99,False
25011,Yearly,2024-02-24,49.99,False
33812,Monthly,2024-03-15,4.99,True
31458,Monthly,2024-02-26,4.99,True
27667,Monthly,2024-06-22,4.99,True
53204,Monthly,2024-04-14,4.99,False
95049,Yearly,2024-06-04,49.99,False
42245,Monthly,2024-01-31,4.99,False
11186,Yearly,2024-05-04,49.99,False
50632,Yearly,2024-06-07,49.99,True
66153,Monthly,2024-06-19,4.99,False
88014,Monthly,2024-01-29,4.99,False
14778,Monthly,2024-02-09,4.99,False
34856,Monthly,2024-04-07,4.99,True
16876,Monthly,2024-02-02,4.99,False
64199,Yearly,2024-05-14,49.99,True
81370,Monthly,2024-03-25,4.99,True
41796,Monthly,2024-06-11,4.99,False
85567,Monthly,2024-02-06,4.99,False
19070,Yearly,2024-03-13,49.99,False
70546,Monthly,2024-04-01,4.99,True
62352,Monthly,2024-05-10,4.99,False
35558,Monthly,2024-04-26,4.99,True
97240,Monthly,2024-05-16,4.99,False
60247,Yearly,2024-01-31,49.99,True
42964,Monthly,2024-02-08,4.99,False
84649,Monthly,2024-06-08,4.99,True
65940,Monthly,2024-02-27,4.99,False
65431,Monthly,2024-02-23,4.99,False
97540,Yearly,2024-01-25,49.99,True
77359,Monthly,2024-05-12,4.99,False
18321,Monthly,2024-03-31,4.99,False
87440,Monthly,2024-03-18,4.99,True
57672,Yearly,2024-02-05,49.99,True
57225,Monthly,2024-03-24,4.99,True
88624,Monthly,2024-01-05,4.99,False
60447,Monthly,2024-04-18,4.99,True
66521,Monthly,2024-03-23,4.99,False
41664,Yearly,2024-03-16,49.99,False
33970,Monthly,2024-01-05,4.99,True
43243,Monthly,2024-03-25,4.99,False
28907,Monthly,2024-05-25,4.99,False
43018,Monthly,2024-01-22,4.99,True
64793,Monthly,2024-02-11,4.99,False
77846,Monthly,2024-02-01,4.99,True
84203,Yearly,2024-03-28,49.99,False
85422,Monthly,2024-06-12,4.99,True
98973,Monthly,2024-01-28,4.99,True
67252,Monthly,2024-03-31,4.99,False
25571,Monthly,2024-03-12,4.99,False
18206,Monthly,2024-03-03,4.99,False
95504,Monthly,2024-02-02,4.99,True
82134,Monthly,2024-04-04,4.99,False
24232,Monthly,2024-04-12,4.99,False
70148,Monthly,2024-06-02,4.99,False
63495,Monthly,2024-04-07,4.99,False
78159,Monthly,2024-01-14,4.99,False
2540,Monthly,2024-05-24,4.99,True
66333,Monthly,2024-06-04,4.99,False
9781,Yearly,2024-03-22,49.99,True
64747,Monthly,2024-02-19,4.99,False
80499,Monthly,2024-05-15,4.99,True
86783,Monthly,2024-01-06,4.99,False
69934,Monthly,2024-06-16,4.99,True
51768,Yearly,2024-06-04,49.99,True
24937,Yearly,2024-06-29,49.99,False
65567,Monthly,2024-06-11,4.99,True
75683,Yearly,2024-02-18,49.99,True
21942,Monthly,2024-04-19,4.99,False
34617,Monthly,2024-04-28,4.99,True
79662,Yearly,2024-03-04,49.99,False
32665,Yearly,2024-04-21,49.99,False
43676,Monthly,2024-02-24,4.99,False
66206,Yearly,2024-05-25,49.99,False
37365,Monthly,2024-04-13,4.99,True
30730,Monthly,2024-05-05,4.99,False
7056,Monthly,2024-01-05,4.99,True
80624,Monthly,2024-06-13,4.99,True
88615,Monthly,2024-01-17,4.99,False
37532,Monthly,2024-02-02,4.99,False
30004,Monthly,2024-06-13,4.99,False
94743,Monthly,2024-05-18,4.99,True
38888,Monthly,2024-05-25,4.99,False
51931,Monthly,2024-02-09,4.99,False
84384,Monthly,2024-06-25,4.99,False
30134,Monthly,2024-03-11,4.99,False
89671,Yearly,2024-05-28,49.99,True
42081,Monthly,2024-06-27,4.99,False
26855,Monthly,2024-02-03,4.99,False
14260,Monthly,2024-01-28,4.99,False
35248,Monthly,2024-05-13,4.99,False
48019,Yearly,2024-02-28,49.99,False
33072,Monthly,2024-03-22,4.99,True
39493,Monthly,2024-01-19,4.99,True
35854,Monthly,2024-03-16,4.99,True
18074,Yearly,2024-06-05,49.99,False
45404,Monthly,2024-04-08,4.99,True
88646,Monthly,2024-01-22,4.99,True
41791,Yearly,2024-01-16,49.99,True
45500,Monthly,2024-04-14,4.99,True
9972,Monthly,2024-03-10,4.99,True
69155,Yearly,2024-04-23,49.99,True
42391,Monthly,2024-05-09,4.99,True
97429,Monthly,2024-05-10,4.99,False
45290,Yearly,2024-04-03,49.99,True
3646,Monthly,2024-01-25,4.99,False
54143,Monthly,2024-05-23,4.99,False
82897,Monthly,2024-05-12,4.99,False
43557,Yearly,2024-01-20,49.99,True
13077,Monthly,2024-06-30,4.99,False
70051,Monthly,2024-05-30,4.99,True
26383,Monthly,2024-05-10,4.99,False
74350,Monthly,2024-02-22,4.99,False
56295,Monthly,2024-04-20,4.99,False
24785,Monthly,2024-04-07,4.99,False
44707,Monthly,2024-03-01,4.99,True
95559,Monthly,2024-02-12,4.99,False
90636,Monthly,2024-02-21,4.99,False
15455,Monthly,2024-05-23,4.99,False
54096,Monthly,2024-06-05,4.99,False
64712,Yearly,2024-01-11,49.99,True
95040,Monthly,2024-03-24,4.99,False
89989,Monthly,2024-03-03,4.99,True
84589,Yearly,2024-01-19,49.99,True
4022,Monthly,2024-03-24,4.99,False
59161,Yearly,2024-01-09,49.99,False
15757,Monthly,2024-05-31,4.99,False
30681,Monthly,2024-01-26,4.99,False
53764,Monthly,2024-06-26,4.99,False
79374,Monthly,2024-01-12,4.99,False
86742,Yearly,2024-01-07,49.99,False
38901,Yearly,2024-01-25,49.99,False
57563,Yearly,2024-05-05,49.99,True
14596,Monthly,2024-05-14,4.99,False
95239,Monthly,2024-01-03,4.99,False
90315,Monthly,2024-01-19,4.99,True
94779,Monthly,2024-02-20,4.99,False
53714,Monthly,2024-01-08,4.99,False
43284,Monthly,2024-02-14,4.99,True
73181,Monthly,2024-06-26,4.99,True
97816,Yearly,2024-02-26,49.99,False
73626,Yearly,2024-02-15,49.99,True
63352,Yearly,2024-05-18,49.99,False
98892,Yearly,2024-01-27,49.99,True
79873,Monthly,2024-06-10,4.99,False
21178,Monthly,2024-06-18,4.99,True
75029,Monthly,2024-01-03,4.99,False
37945,Monthly,2024-01-25,4.99,False
31907,Monthly,2024-02-18,4.99,False
17315,Monthly,2024-03-18,4.99,False
63898,Yearly,2024-01-10,49.99,False
69494,Yearly,2024-04-22,49.99,False
97188,Monthly,2024-06-17,4.99,True
36767,Monthly,2024-03-16,4.99,False
50868,Monthly,2024-02-01,4.99,False
16719,Monthly,2024-06-28,4.99,False
17957,Monthly,2024-02-29,4.99,True
54469,Monthly,2024-02-29,4.99,False
50443,Monthly,2024-01-26,4.99,True
8742,Monthly,2024-04-11,4.99,True
5925,Monthly,2024-04-07,4.99,False
11373,Yearly,2024-02-07,49.99,True
17033,Monthly,2024-06-10,4.99,False
38553,Monthly,2024-06-08,4.99,True
98444,Yearly,2024-01-18,49.99,False
86669,Monthly,2024-01-11,4.99,False
36037,Monthly,2024-04-15,4.99,False
35509,Monthly,2024-02-08,4.99,False
32623,Monthly,2024-01-22,4.99,True
71694,Monthly,2024-04-20,4.99,False
87863,Monthly,2024-04-14,4.99,False
12031,Monthly,2024-02-18,4.99,False
55543,Monthly,2024-06-20,4.99,False
7075,Monthly,2024-04-14,4.99,False
64407,Monthly,2024-03-09,4.99,False
74686,Monthly,2024-02-16,4.99,True
6901,Monthly,2024-01-05,4.99,False
91449,Monthly,2024-05-15,4.99,False
28883,Monthly,2024-01-16,4.99,False
22847,Monthly,2024-03-23,4.99,True
85023,Monthly,2024-04-11,4.99,False
99307,Monthly,2024-01-27,4.99,True
284,Monthly,2024-04-06,4.99,False
87465,Monthly,2024-04-24,4.99,False
75815,Monthly,2024-06-24,4.99,False
27679,Yearly,2024-05-14,49.99,True
88171,Monthly,2024-01-31,4.99,True
58525,Monthly,2024-03-10,4.99,False
62244,Monthly,2024-04-23,4.99,False
36385,Yearly,2024-01-16,49.99,False
41694,Monthly,2024-06-13,4.99,False
12708,Monthly,2024-05-01,4.99,False
34533,Monthly,2024-01-22,4.99,True
87373,Monthly,2024-01-18,4.99,False
55305,Monthly,2024-02-23,4.99,False
86706,Monthly,2024-01-30,4.99,False
41183,Monthly,2024-06-16,4.99,False
89766,Monthly,2024-06-20,4.99,False
50889,Monthly,2024-04-24,4.99,False
53225,Monthly,2024-01-17,4.99,True
66677,Monthly,2024-05-26,4.99,True
99767,Monthly,2024-05-19,4.99,True
42380,Monthly,2024-05-24,4.99,False
38209,Yearly,2024-02-23,49.99,False
7481,Monthly,2024-02-11,4.99,False
39683,Monthly,2024-03-29,4.99,False
78134,Yearly,2024-04-04,49.99,False
49907,Yearly,2024-06-07,49.99,False
6205,Monthly,2024-02-13,4.99,True
12159,Monthly,2024-06-27,4.99,False
61202,Yearly,2024-01-15,49.99,False
16363,Monthly,2024-06-29,4.99,True
76717,Monthly,2024-05-16,4.99,False
88743,Monthly,2024-03-05,4.99,False
54935,Monthly,2024-05-28,4.99,False
74690,Monthly,2024-01-31,4.99,True
79334,Monthly,2024-02-10,4.99,True
27637,Monthly,2024-05-27,4.99,False
18843,Monthly,2024-02-23,4.99,False
71218,Monthly,2024-02-28,4.99,False
94185,Monthly,2024-04-16,4.99,False
36433,Monthly,2024-02-09,4.99,False
35847,Monthly,2024-01-26,4.99,False
41632,Monthly,2024-04-04,4.99,False
58009,Monthly,2024-05-31,4.99,True
33477,Monthly,2024-02-21,4.99,False
41869,Monthly,2024-03-04,4.99,False
9660,Monthly,2024-03-23,4.99,False
45749,Monthly,2024-05-06,4.99,False
15948,Monthly,2024-01-30,4.99,True
92188,Monthly,2024-06-16,4.99,True
37413,Monthly,2024-04-29,4.99,False
38584,Monthly,2024-05-04,4.99,False
22407,Monthly,2024-05-02,4.99,False
8717,Monthly,2024-02-02,4.99,False
80329,Monthly,2024-02-14,4.99,False
215,Monthly,2024-04-17,4.99,True
47937,Monthly,2024-05-29,4.99,True
60436,Monthly,2024-02-04,4.99,False
84277,Monthly,2024-01-06,4.99,True
39205,Yearly,2024-05-04,49.99,False
15591,Monthly,2024-04-08,4.99,True
95571,Monthly,2024-05-29,4.99,False
55456,Monthly,2024-03-24,4.99,False
15063,Monthly,2024-03-16,4.99,False
28722,Monthly,2024-02-18,4.99,False
56835,Monthly,2024-06-01,4.99,True
23658,Monthly,2024-05-17,4.99,False
37746,Monthly,2024-05-05,4.99,True
48297,Monthly,2024-02-24,4.99,False
78749,Monthly,2024-04-08,4.99,False
92551,Monthly,2024-01-05,4.99,True
56457,Monthly,2024-04-28,4.99,False
17253,Monthly,2024-02-15,4.99,False
3294,Monthly,2024-03-02,4.99,False
55041,Monthly,2024-02-29,4.99,False
69798,Yearly,2024-05-09,49.99,False
15751,Yearly,2024-02-09,49.99,True
85877,Yearly,2024-03-30,49.99,False
23885,Monthly,2024-06-23,4.99,True
66770,Monthly,2024-04-15,4.99,True
13339,Monthly,2024-04-24,4.99,False
26044,Yearly,2024-06-13,49.99,False
58980,Monthly,2024-03-30,4.99,False
8976,Monthly,2024-04-22,4.99,True
53365,Yearly,2024-04-25,49.99,False
14941,Monthly,2024-02-09,4.99,True
21170,Monthly,2024-01-24,4.99,True
45427,Monthly,2024-06-03,4.99,False
42742,Monthly,2024-05-25,4.99,False
18573,Monthly,2024-01-29,4.99,False
26888,Yearly,2024-04-08,49.99,False
67187,Yearly,2024-04-20,49.99,False
59771,Monthly,2024-04-18,4.99,False
34873,Monthly,2024-02-19,4.99,True
19095,Monthly,2024-01-09,4.99,False
96391,Monthly,2024-06-25,4.99,True
61476,Yearly,2024-02-14,49.99,True
7693,Monthly,2024-04-11,4.99,False
37488,Monthly,2024-02-28,4.99,True
38994,Monthly,2024-06-08,4.99,False
8834,Monthly,2024-04-07,4.99,True
31979,Monthly,2024-04-10,4.99,False
19879,Monthly,2024-06-09,4.99,True
89656,Monthly,2024-06-05,4.99,False
78361,Monthly,2024-02-16,4.99,False
28281,Monthly,2024-05-09,4.99,True
33307,Monthly,2024-01-30,4.99,True
35169,Monthly,2024-03-08,4.99,False
25075,Monthly,2024-06-13,4.99,False
65124,Monthly,2024-01-02,4.99,False
19821,Monthly,2024-03-03,4.99,True
32072,Yearly,2024-03-20,49.99,False
18423,Monthly,2024-06-27,4.99,True
20151,Monthly,2024-03-20,4.99,False
61587,Monthly,2024-04-29,4.99,False
52058,Monthly,2024-04-18,4.99,False
28685,Yearly,2024-04-02,49.99,False
71035,Monthly,2024-05-09,4.99,False
3650,Monthly,2024-06-01,4.99,False
71115,Monthly,2024-02-10,4.99,True
16436,Yearly,2024-05-02,49.99,False
9083,Monthly,2024-06-02,4.99,False
21793,Monthly,2024-01-20,4.99,False
11275,Monthly,2024-05-19,4.99,False
39149,Monthly,2024-04-17,4.99,True
97285,Monthly,2024-02-13,4.99,True
69197,Monthly,2024-02-27,4.99,False
11196,Monthly,2024-05-23,4.99,False
86820,Monthly,2024-01-20,4.99,True
96508,Monthly,2024-03-30,4.99,True
50755,Monthly,2024-06-06,4.99,True
84204,Monthly,2024-06-13,4.99,False
4186,Monthly,2024-02-15,4.99,True
58772,Yearly,2024-06-07,49.99,False
20253,Monthly,2024-03-09,4.99,True
2527,Monthly,2024-04-04,4.99,False
71629,Monthly,2024-05-15,4.99,True
72710,Monthly,2024-03-26,4.99,False
97078,Monthly,2024-06-16,4.99,True
88273,Monthly,2024-06-19,4.99,True
23651,Monthly,2024-06-09,4.99,False
97115,Monthly,2024-01-07,4.99,False
84452,Monthly,2024-05-09,4.99,False
91341,Monthly,2024-01-07,4.99,True
26354,Yearly,2024-02-09,49.99,False
3284,Monthly,2024-03-23,4.99,True
88981,Monthly,2024-05-14,4.99,True
19765,Monthly,2024-03-05,4.99,False
82120,Monthly,2024-02-12,4.99,False
98842,Yearly,2024-01-19,49.99,False
19062,Monthly,2024-03-24,4.99,False
99304,Monthly,2024-05-15,4.99,True
5540,Monthly,2024-05-24,4.99,False
11887,Monthly,2024-01-09,4.99,False
72493,Yearly,2024-04-13,49.99,False
12834,Monthly,2024-06-17,4.99,False
30183,Monthly,2024-03-13,4.99,False
2429,Yearly,2024-01-11,49.99,False
70182,Monthly,2024-06-10,4.99,False
65317,Yearly,2024-01-27,49.99,True
12497,Monthly,2024-01-28,4.99,False
24936,Monthly,2024-06-04,4.99,True
34099,Monthly,2024-06-25,4.99,True
69765,Monthly,2024-06-23,4.99,True
75695,Monthly,2024-06-07,4.99,True
95773,Yearly,2024-06-21,49.99,False
56468,Monthly,2024-01-04,4.99,False
30001,Monthly,2024-05-17,4.99,False
6356,Monthly,2024-01-02,4.99,False
307,Monthly,2024-02-07,4.99,False
50243,Monthly,2024-01-22,4.99,True
65470,Monthly,2024-05-12,4.99,True
99726,Yearly,2024-01-31,49.99,False
79343,Yearly,2024-01-04,49.99,False
90000,Monthly,2024-02-08,4.99,False
35232,Monthly,2024-04-01,4.99,False
96486,Monthly,2024-02-18,4.99,True
10025,Monthly,2024-01-15,4.99,False
92766,Monthly,2024-03-23,4.99,False
71734,Monthly,2024-01-01,4.99,False
12849,Monthly,2024-02-01,4.99,False
76412,Yearly,2024-02-13,49.99,True
3617,Monthly,2024-04-03,4.99,True
91727,Monthly,2024-01-05,4.99,False
67050,Monthly,2024-03-26,4.99,True
26291,Yearly,2024-06-16,49.99,False
45037,Monthly,2024-02-09,4.99,False
59212,Monthly,2024-03-01,4.99,False
57370,Monthly,2024-06-28,4.99,False
19305,Monthly,2024-03-02,4.99,False
93675,Monthly,2024-03-20,4.99,True
51538,Yearly,2024-04-13,49.99,False
25811,Monthly,2024-01-05,4.99,True
81280,Monthly,2024-01-12,4.99,False
67347,Monthly,2024-03-28,4.99,False
47531,Monthly,2024-06-11,4.99,True
33807,Monthly,2024-02-07,4.99,False
17837,Monthly,2024-04-04,4.99,False
4763,Monthly,2024-04-20,4.99,False
56687,Monthly,2024-06-01,4.99,False
31215,Monthly,2024-06-18,4.99,False
77728,Monthly,2024-01-30,4.99,True
82164,Monthly,2024-04-05,4.99,False
47708,Yearly,2024-02-09,49.99,False
19691,Monthly,2024-02-08,4.99,False
70316,Monthly,2024-06-22,4.99,False
76793,Yearly,2024-06-20,49.99,False
5300,Yearly,2024-04-25,49.99,True
67508,Yearly,2024-04-07,49.99,True
34373,Monthly,2024-05-21,4.99,True
73460,Yearly,2024-05-01,49.99,True
77236,Monthly,2024-03-08,4.99,False
90031,Yearly,2024-02-10,49.99,False
39416,Monthly,2024-04-29,4.99,False
15461,Monthly,2024-05-08,4.99,True
56550,Monthly,2024-02-09,4.99,False
49290,Monthly,2024-03-25,4.99,False
43430,Yearly,2024-04-30,49.99,False
1633,Monthly,2024-03-22,4.99,False
82260,Monthly,2024-06-10,4.99,False
97985,Monthly,2024-02-27,4.99,False
88216,Monthly,2024-02-12,4.99,False
41332,Yearly,2024-06-10,49.99,False
76836,Yearly,2024-04-01,49.99,False
72862,Monthly,2024-04-13,4.99,False
53501,Yearly,2024-06-04,49.99,False
85307,Monthly,2024-05-08,4.99,False
68493,Monthly,2024-02-29,4.99,False
22765,Monthly,2024-03-19,4.99,True
48293,Monthly,2024-05-09,4.99,True
26055,Monthly,2024-06-04,4.99,True
88815,Monthly,2024-01-23,4.99,True
40687,Monthly,2024-02-18,4.99,False
18865,Monthly,2024-02-13,4.99,False
8998,Yearly,2024-01-08,49.99,False
72629,Monthly,2024-06-30,4.99,True
19738,Monthly,2024-06-16,4.99,False
42497,Monthly,2024-04-24,4.99,True
87763,Monthly,2024-01-22,4.99,True
37987,Yearly,2024-03-29,49.99,False
20930,Monthly,2024-05-18,4.99,False
74000,Yearly,2024-01-09,49.99,True
97581,Monthly,2024-03-16,4.99,False
91631,Monthly,2024-06-27,4.99,True
20733,Yearly,2024-03-26,49.99,False
58530,Yearly,2024-04-27,49.99,True
97126,Monthly,2024-03-01,4.99,True
88431,Monthly,2024-04-21,4.99,False
4404,Monthly,2024-05-07,4.99,False
40009,Yearly,2024-02-28,49.99,False
45746,Monthly,2024-03-27,4.99,False
23723,Monthly,2024-03-18,4.99,False
7763,Monthly,2024-03-20,4.99,False
89676,Yearly,2024-01-31,49.99,False
95181,Monthly,2024-05-19,4.99,True
85279,Yearly,2024-02-19,49.99,False
96555,Monthly,2024-05-29,4.99,False
86240,Monthly,2024-04-15,4.99,False
52411,Monthly,2024-01-23,4.99,False
75660,Monthly,2024-02-14,4.99,True
49481,Monthly,2024-02-11,4.99,False
29048,Monthly,2024-02-27,4.99,False
52228,Monthly,2024-03-05,4.99,True
46999,Monthly,2024-06-28,4.99,False
4034,Monthly,2024-05-05,4.99,False
37139,Yearly,2024-03-26,49.99,False
36665,Monthly,2024-05-28,4.99,True
38811,Yearly,2024-05-06,49.99,False
78731,Monthly,2024-06-01,4.99,False
95345,Monthly,2024-03-03,4.99,False
73180,Monthly,2024-03-01,4.99,True
80584,Monthly,2024-01-13,4.99,False
28315,Monthly,2024-05-21,4.99,False
65769,Yearly,2024-03-04,49.99,False
31193,Monthly,2024-05-14,4.99,False
49982,Monthly,2024-01-05,4.99,False
35561,Yearly,2024-05-25,49.99,True
36098,Monthly,2024-05-26,4.99,False
78243,Monthly,2024-02-13,4.99,False
1047,Yearly,2024-02-20,49.99,False
84436,Yearly,2024-06-24,49.99,False
74216,Yearly,2024-03-30,49.99,False
24774,Monthly,2024-04-01,4.99,False
85028,Monthly,2024-06-28,4.99,True
8221,Monthly,2024-04-16,4.99,False
19085,Monthly,2024-03-20,4.99,False
75896,Monthly,2024-04-07,4.99,False
88993,Monthly,2024-05-07,4.99,False
17680,Monthly,2024-01-16,4.99,True
64566,Monthly,2024-05-02,4.99,False
97046,Monthly,2024-01-15,4.99,False
37946,Yearly,2024-01-16,49.99,True
70309,Yearly,2024-03-30,49.99,True
37992,Yearly,2024-01-17,49.99,False
59150,Yearly,2024-03-25,49.99,True
50178,Monthly,2024-06-20,4.99,True
92257,Monthly,2024-03-22,4.99,False
62868,Monthly,2024-05-28,4.99,True
