user_id,cohort_month
312,2024-01
313,2024-03
314,2024-05
315,2024-02
316,2024-05
317,2024-03
318,2024-02
319,2024-05
320,2024-01
321,2024-02
322,2024-06
323,2024-06
324,2024-01
325,2024-05
326,2024-06
327,2024-03
328,2024-04
329,2024-06
330,2024-04
331,2024-05
332,2024-03
333,2024-03
334,2024-05
335,2024-05
336,2024-05
337,2024-01
338,2024-03
339,2024-05
340,2024-04
341,2024-06
342,2024-05
343,2024-02
344,2024-02
345,2024-03
346,2024-05
347,2024-04
348,2024-04
349,2024-04
350,2024-04
351,2024-01
352,2024-03
353,2024-05
354,2024-04
355,2024-02
356,2024-03
357,2024-03
358,2024-05
359,2024-02
360,2024-01
361,2024-04
362,2024-02
363,2024-01
364,2024-06
365,2024-06
366,2024-03
367,2024-03
368,2024-04
369,2024-03
370,2024-04
371,2024-05
372,2024-02
373,2024-06
374,2024-05
375,2024-02
376,2024-02
377,2024-02
378,2024-03
379,2024-04
380,2024-05
381,2024-04
382,2024-02
383,2024-03
384,2024-03
385,2024-05
386,2024-05
387,2024-02
388,2024-06
389,2024-04
390,2024-05
391,2024-02
392,2024-04
393,2024-05
394,2024-02
395,2024-01
396,2024-03
397,2024-03
398,2024-03
399,2024-04
400,2024-05
401,2024-05
402,2024-04
403,2024-05
404,2024-03
405,2024-02
406,2024-03
407,2024-06
408,2024-01
409,2024-05
410,2024-03
411,2024-06
412,2024-04
413,2024-01
414,2024-01
415,2024-01
416,2024-05
417,2024-01
418,2024-05
419,2024-06
420,2024-06
421,2024-06
422,2024-04
423,2024-01
424,2024-01
425,2024-01
426,2024-02
427,2024-03
428,2024-04
429,2024-05
430,2024-05
431,2024-02
432,2024-02
433,2024-01
434,2024-04
435,2024-04
436,2024-04
437,2024-01
438,2024-04
439,2024-06
440,2024-01
441,2024-01
442,2024-05
443,2024-01
444,2024-04
445,2024-04
446,2024-01
447,2024-02
448,2024-02
449,2024-02
450,2024-05
451,2024-06
452,2024-02
453,2024-04
454,2024-02
455,2024-02
456,2024-02
457,2024-05
458,2024-04
459,2024-02
460,2024-05
461,2024-06
462,2024-04
463,2024-04
464,2024-01
465,2024-06
466,2024-01
467,2024-02
468,2024-05
469,2024-02
470,2024-06
471,2024-06
472,2024-02
473,2024-04
474,2024-05
475,2024-02
476,2024-05
477,2024-05
478,2024-06
479,2024-02
480,2024-01
481,2024-01
482,2024-06
483,2024-01
484,2024-05
485,2024-02
486,2024-04
487,2024-02
488,2024-02
489,2024-05
490,2024-06
491,2024-06
492,2024-03
493,2024-02
494,2024-04
495,2024-06
496,2024-06
497,2024-06
498,2024-02
499,2024-01
500,2024-03
501,2024-04
502,2024-05
503,2024-02
504,2024-02
505,2024-06
506,2024-05
507,2024-03
508,2024-01
509,2024-03
510,2024-01
511,2024-02
512,2024-06
513,2024-06
514,2024-03
515,2024-01
516,2024-06
517,2024-06
518,2024-04
519,2024-02
520,2024-05
521,2024-01
522,2024-03
523,2024-02
524,2024-05
525,2024-04
526,2024-03
527,2024-06
528,2024-01
529,2024-02
530,2024-02
531,2024-04
532,2024-03
533,2024-04
534,2024-02
535,2024-06
536,2024-03
537,2024-03
538,2024-02
539,2024-01
540,2024-03
541,2024-03
542,2024-05
543,2024-06
544,2024-04
545,2024-05
546,2024-04
547,2024-01
548,2024-05
549,2024-02
550,2024-03
551,2024-01
552,2024-02
553,2024-03
554,2024-04
555,2024-06
556,2024-03
557,2024-03
558,2024-05
559,2024-05
560,2024-03
561,2024-02
562,2024-01
563,2024-06
564,2024-02
565,2024-06
566,2024-06
567,2024-01
568,2024-05
569,2024-01
570,2024-04
571,2024-06
572,2024-04
573,2024-03
574,2024-02
575,2024-05
576,2024-06
577,2024-03
578,2024-02
579,2024-01
580,2024-03
581,2024-04
582,2024-06
583,2024-06
584,2024-05
585,2024-02
586,2024-03
587,2024-06
588,2024-02
589,2024-02
590,2024-02
591,2024-05
592,2024-01
593,2024-06
594,2024-05
595,2024-05
596,2024-03
597,2024-03
598,2024-06
599,2024-03
600,2024-04
601,2024-06
602,2024-03
603,2024-05
604,2024-02
605,2024-03
606,2024-04
607,2024-06
608,2024-02
609,2024-05
610,2024-05
611,2024-06
612,2024-03
613,2024-06
614,2024-06
615,2024-03
616,2024-05
617,2024-06
618,2024-05
619,2024-02
620,2024-03
621,2024-05
622,2024-03
623,2024-01
624,2024-01
625,2024-03
626,2024-01
627,2024-06
628,2024-01
629,2024-06
630,2024-06
631,2024-06
632,2024-03
633,2024-05
634,2024-05
635,2024-01
636,2024-02
637,2024-02
638,2024-02
639,2024-02
640,2024-01
641,2024-04
642,2024-02
643,2024-06
644,2024-04
645,2024-01
646,2024-02
647,2024-06
648,2024-06
649,2024-02
650,2024-04
651,2024-02
652,2024-05
653,2024-02
654,2024-06
655,2024-01
656,2024-01
657,2024-04
658,2024-03
659,2024-01
660,2024-02
661,2024-06
662,2024-03
663,2024-04
664,2024-05
665,2024-03
666,2024-06
667,2024-01
668,2024-01
669,2024-04
670,2024-03
671,2024-06
672,2024-01
673,2024-02
674,2024-02
675,2024-01
676,2024-02
677,2024-06
678,2024-01
679,2024-05
680,2024-04
681,2024-04
682,2024-04
683,2024-01
684,2024-04
685,2024-05
686,2024-04
687,2024-06
688,2024-02
689,2024-03
690,2024-03
691,2024-06
692,2024-04
693,2024-03
694,2024-03
695,2024-01
696,2024-02
697,2024-01
698,2024-06
699,2024-04
700,2024-06
701,2024-02
702,2024-01
703,2024-06
704,2024-01
705,2024-03
706,2024-05
707,2024-04
708,2024-06
709,2024-06
710,2024-06
711,2024-03
712,2024-04
713,2024-04
714,2024-03
715,2024-04
716,2024-01
717,2024-02
718,2024-01
719,2024-05
720,2024-04
721,2024-05
722,2024-04
723,2024-05
724,2024-05
725,2024-02
726,2024-03
727,2024-04
728,2024-06
729,2024-05
730,2024-03
731,2024-01
732,2024-05
733,2024-06
734,2024-03
735,2024-03
736,2024-06
737,2024-03
738,2024-02
739,2024-04
740,2024-04
741,2024-03
742,2024-04
743,2024-04
744,2024-03
745,2024-05
746,2024-01
747,2024-04
748,2024-06
749,2024-05
750,2024-05
751,2024-01
752,2024-05
753,2024-05
754,2024-01
755,2024-05
756,2024-03
757,2024-05
758,2024-01
759,2024-01
760,2024-05
761,2024-06
762,2024-01
763,2024-06
764,2024-06
765,2024-05
766,2024-01
767,2024-02
768,2024-02
769,2024-01
770,2024-06
771,2024-06
772,2024-03
773,2024-02
774,2024-06
775,2024-03
776,2024-02
777,2024-01
778,2024-03
779,2024-06
780,2024-02
781,2024-03
782,2024-06
783,2024-02
784,2024-01
785,2024-01
786,2024-02
787,2024-02
788,2024-03
789,2024-05
790,2024-01
791,2024-06
792,2024-04
793,2024-01
794,2024-02
795,2024-03
796,2024-02
797,2024-05
798,2024-01
799,2024-03
800,2024-02
801,2024-02
802,2024-05
803,2024-02
804,2024-04
805,2024-03
806,2024-02
807,2024-06
808,2024-03
809,2024-06
810,2024-04
811,2024-05
812,2024-02
813,2024-06
814,2024-05
815,2024-05
816,2024-02
817,2024-06
818,2024-05
819,2024-05
820,2024-05
821,2024-04
822,2024-01
823,2024-03
824,2024-06
825,2024-06
826,2024-04
827,2024-06
828,2024-01
829,2024-03
830,2024-02
831,2024-04
832,2024-01
833,2024-04
834,2024-01
835,2024-03
836,2024-06
837,2024-06
838,2024-05
839,2024-06
840,2024-04
841,2024-01
842,2024-02
843,2024-05
844,2024-01
845,2024-01
846,2024-01
847,2024-02
848,2024-06
849,2024-04
850,2024-06
851,2024-01
852,2024-01
853,2024-02
854,2024-04
855,2024-02
856,2024-03
857,2024-01
858,2024-05
859,2024-04
860,2024-05
861,2024-06
862,2024-02
863,2024-04
864,2024-05
865,2024-06
866,2024-02
867,2024-04
868,2024-01
869,2024-01
870,2024-06
871,2024-02
872,2024-05
873,2024-03
874,2024-04
875,2024-03
876,2024-04
877,2024-03
878,2024-01
879,2024-04
880,2024-04
881,2024-01
882,2024-05
883,2024-04
884,2024-02
885,2024-03
886,2024-01
887,2024-01
888,2024-05
889,2024-05
890,2024-04
891,2024-06
892,2024-01
893,2024-03
894,2024-03
895,2024-05
896,2024-02
897,2024-03
898,2024-04
899,2024-01
900,2024-06
901,2024-03
902,2024-05
903,2024-03
904,2024-05
905,2024-03
906,2024-05
907,2024-06
908,2024-06
909,2024-03
910,2024-03
911,2024-03
912,2024-04
913,2024-05
914,2024-05
915,2024-02
916,2024-03
917,2024-05
918,2024-01
919,2024-04
920,2024-02
921,2024-04
922,2024-05
923,2024-05
924,2024-03
925,2024-05
926,2024-01
927,2024-01
928,2024-04
929,2024-04
930,2024-04
931,2024-02
932,2024-03
933,2024-02
934,2024-05
935,2024-02
936,2024-04
937,2024-04
938,2024-05
939,2024-04
940,2024-01
941,2024-03
942,2024-04
943,2024-06
944,2024-01
945,2024-01
946,2024-05
947,2024-06
948,2024-05
949,2024-06
950,2024-05
951,2024-04
952,2024-04
953,2024-05
954,2024-01
955,2024-06
956,2024-01
957,2024-03
958,2024-03
959,2024-02
960,2024-05
961,2024-04
962,2024-06
963,2024-06
964,2024-04
965,2024-02
966,2024-01
967,2024-01
968,2024-06
969,2024-06
970,2024-05
971,2024-06
972,2024-03
973,2024-02
974,2024-02
975,2024-03
976,2024-03
977,2024-01
978,2024-04
979,2024-01
980,2024-03
981,2024-02
982,2024-03
983,2024-03
984,2024-05
985,2024-05
986,2024-05
987,2024-02
988,2024-06
989,2024-02
990,2024-02
991,2024-02
992,2024-06
993,2024-01
994,2024-03
995,2024-06
996,2024-01
997,2024-04
998,2024-05
999,2024-01
1000,2024-04
1001,2024-01
1002,2024-05
1003,2024-04
1004,2024-02
1005,2024-01
1006,2024-05
1007,2024-01
1008,2024-06
1009,2024-02
1010,2024-06
1011,2024-02
1012,2024-05
1013,2024-03
1014,2024-06
1015,2024-03
1016,2024-03
1017,2024-06
1018,2024-05
1019,2024-03
1020,2024-03
1021,2024-04
1022,2024-04
1023,2024-02
1024,2024-01
1025,2024-06
1026,2024-04
1027,2024-06
1028,2024-06
1029,2024-03
1030,2024-02
1031,2024-05
1032,2024-03
1033,2024-02
1034,2024-04
1035,2024-06
1036,2024-02
1037,2024-04
1038,2024-01
1039,2024-01
1040,2024-06
1041,2024-03
1042,2024-06
1043,2024-02
1044,2024-04
1045,2024-03
1046,2024-06
1047,2024-06
1048,2024-01
1049,2024-05
1050,2024-06
1051,2024-04
1052,2024-02
1053,2024-04
1054,2024-03
1055,2024-06
1056,2024-05
1057,2024-05
1058,2024-01
1059,2024-06
1060,2024-01
1061,2024-01
1062,2024-03
1063,2024-05
1064,2024-01
1065,2024-02
1066,2024-02
1067,2024-02
1068,2024-04
1069,2024-02
1070,2024-02
1071,2024-06
1072,2024-01
1073,2024-05
1074,2024-06
1075,2024-05
1076,2024-04
1077,2024-04
1078,2024-02
1079,2024-02
1080,2024-01
1081,2024-01
1082,2024-02
1083,2024-06
1084,2024-04
1085,2024-04
1086,2024-05
1087,2024-02
1088,2024-06
1089,2024-04
1090,2024-06
1091,2024-02
1092,2024-04
1093,2024-04
1094,2024-04
1095,2024-06
1096,2024-06
1097,2024-03
1098,2024-04
1099,2024-02
1100,2024-01
1101,2024-03
1102,2024-04
1103,2024-05
1104,2024-02
1105,2024-04
1106,2024-03
1107,2024-06
1108,2024-05
1109,2024-03
1110,2024-02
1111,2024-01
1112,2024-06
1113,2024-06
1114,2024-04
1115,2024-01
1116,2024-06
1117,2024-05
1118,2024-04
1119,2024-01
1120,2024-03
1121,2024-03
1122,2024-06
1123,2024-06
1124,2024-02
1125,2024-03
1126,2024-06
1127,2024-06
1128,2024-06
1129,2024-06
1130,2024-02
1131,2024-02
1132,2024-05
1133,2024-03
1134,2024-01
1135,2024-06
1136,2024-02
1137,2024-02
1138,2024-06
1139,2024-03
1140,2024-03
1141,2024-05
1142,2024-02
1143,2024-04
1144,2024-04
1145,2024-01
1146,2024-03
1147,2024-06
1148,2024-04
1149,2024-03
1150,2024-01
1151,2024-06
1152,2024-02
1153,2024-03
1154,2024-04
1155,2024-02
1156,2024-03
1157,2024-05
1158,2024-04
1159,2024-03
1160,2024-04
1161,2024-05
1162,2024-02
1163,2024-06
1164,2024-01
1165,2024-06
1166,2024-03
1167,2024-01
1168,2024-01
1169,2024-06
1170,2024-06
1171,2024-03
1172,2024-03
1173,2024-02
1174,2024-04
1175,2024-03
1176,2024-02
1177,2024-03
1178,2024-01
1179,2024-03
1180,2024-05
1181,2024-03
1182,2024-01
1183,2024-02
1184,2024-03
1185,2024-05
1186,2024-04
1187,2024-04
1188,2024-02
1189,2024-05
1190,2024-04
1191,2024-04
1192,2024-03
1193,2024-04
1194,2024-03
1195,2024-03
1196,2024-02
1197,2024-01
1198,2024-06
1199,2024-06
1200,2024-02
1201,2024-05
1202,2024-04
1203,2024-03
1204,2024-01
1205,2024-05
1206,2024-06
1207,2024-03
1208,2024-03
1209,2024-05
1210,2024-06
1211,2024-02
1212,2024-05
1213,2024-04
1214,2024-02
1215,2024-05
1216,2024-03
1217,2024-01
1218,2024-06
1219,2024-03
1220,2024-04
1221,2024-01
1222,2024-03
1223,2024-05
1224,2024-01
1225,2024-02
1226,2024-05
1227,2024-04
1228,2024-05
1229,2024-06
1230,2024-04
1231,2024-06
1232,2024-02
1233,2024-06
1234,2024-03
1235,2024-03
1236,2024-02
1237,2024-04
1238,2024-02
1239,2024-04
1240,2024-01
1241,2024-05
1242,2024-05
1243,2024-03
1244,2024-04
1245,2024-05
1246,2024-01
1247,2024-01
1248,2024-01
1249,2024-01
1250,2024-04
1251,2024-01
1252,2024-03
1253,2024-06
1254,2024-05
1255,2024-03
1256,2024-04
1257,2024-02
1258,2024-04
1259,2024-04
1260,2024-03
1261,2024-02
1262,2024-05
1263,2024-03
1264,2024-05
1265,2024-01
1266,2024-02
1267,2024-04
1268,2024-05
1269,2024-01
1270,2024-01
1271,2024-03
1272,2024-04
1273,2024-06
1274,2024-05
1275,2024-06
1276,2024-03
1277,2024-02
1278,2024-05
1279,2024-02
1280,2024-05
1281,2024-02
1282,2024-06
1283,2024-04
1284,2024-03
1285,2024-03
1286,2024-01
1287,2024-03
1288,2024-05
1289,2024-01
1290,2024-03
1291,2024-02
1292,2024-02
1293,2024-03
1294,2024-02
1295,2024-04
1296,2024-03
1297,2024-01
1298,2024-05
1299,2024-02
1300,2024-03
1301,2024-01
1302,2024-06
1303,2024-05
1304,2024-01
1305,2024-04
1306,2024-05
1307,2024-06
1308,2024-05
1309,2024-04
1310,2024-05
1311,2024-05
1312,2024-03
1313,2024-01
1314,2024-02
1315,2024-01
1316,2024-04
1317,2024-03
1318,2024-01
1319,2024-06
1320,2024-05
1321,2024-05
1322,2024-03
1323,2024-02
1324,2024-02
1325,2024-03
1326,2024-01
1327,2024-01
1328,2024-01
1329,2024-02
1330,2024-02
1331,2024-02
1332,2024-03
1333,2024-05
1334,2024-03
1335,2024-06
1336,2024-04
1337,2024-04
1338,2024-06
1339,2024-05
1340,2024-03
1341,2024-01
1342,2024-01
1343,2024-04
1344,2024-05
1345,2024-02
1346,2024-01
1347,2024-01
1348,2024-04
1349,2024-03
1350,2024-04
1351,2024-01
1352,2024-05
1353,2024-04
1354,2024-02
1355,2024-02
1356,2024-05
1357,2024-05
1358,2024-01
1359,2024-05
1360,2024-06
1361,2024-01
1362,2024-02
1363,2024-01
1364,2024-06
1365,2024-03
1366,2024-04
1367,2024-01
1368,2024-04
1369,2024-01
1370,2024-06
1371,2024-05
1372,2024-01
1373,2024-04
1374,2024-02
1375,2024-05
1376,2024-02
1377,2024-02
1378,2024-03
1379,2024-06
1380,2024-02
1381,2024-06
1382,2024-04
1383,2024-01
1384,2024-04
1385,2024-06
1386,2024-06
1387,2024-04
1388,2024-03
1389,2024-03
1390,2024-02
1391,2024-06
1392,2024-02
1393,2024-04
1394,2024-02
1395,2024-06
1396,2024-03
1397,2024-01
1398,2024-04
1399,2024-05
1400,2024-01
1401,2024-04
1402,2024-02
1403,2024-05
1404,2024-02
1405,2024-02
1406,2024-02
1407,2024-02
1408,2024-03
1409,2024-05
1410,2024-05
1411,2024-02
1412,2024-03
1413,2024-01
1414,2024-03
1415,2024-02
1416,2024-01
1417,2024-01
1418,2024-06
1419,2024-02
1420,2024-04
1421,2024-06
1422,2024-06
1423,2024-06
1424,2024-04
1425,2024-06
1426,2024-02
1427,2024-03
1428,2024-01
1429,2024-04
1430,2024-04
1431,2024-03
1432,2024-06
1433,2024-06
1434,2024-02
1435,2024-06
1436,2024-06
1437,2024-06
1438,2024-04
1439,2024-03
1440,2024-05
1441,2024-04
1442,2024-02
1443,2024-05
1444,2024-04
1445,2024-04
1446,2024-04
1447,2024-06
1448,2024-05
1449,2024-06
1450,2024-04
1451,2024-01
1452,2024-06
1453,2024-02
1454,2024-05
1455,2024-05
1456,2024-04
1457,2024-06
1458,2024-06
1459,2024-06
1460,2024-01
1461,2024-03
1462,2024-02
1463,2024-03
1464,2024-02
1465,2024-04
1466,2024-03
1467,2024-04
1468,2024-05
1469,2024-01
1470,2024-02
1471,2024-01
1472,2024-03
1473,2024-06
1474,2024-05
1475,2024-06
1476,2024-02
1477,2024-01
1478,2024-04
1479,2024-02
1480,2024-01
1481,2024-01
1482,2024-05
1483,2024-05
1484,2024-01
1485,2024-02
1486,2024-04
1487,2024-02
1488,2024-04
1489,2024-03
1490,2024-03
1491,2024-03
1492,2024-02
1493,2024-04
1494,2024-05
1495,2024-01
1496,2024-06
1497,2024-02
1498,2024-04
1499,2024-05
1500,2024-04
1501,2024-04
1502,2024-05
1503,2024-01
1504,2024-01
1505,2024-04
1506,2024-05
1507,2024-01
1508,2024-04
1509,2024-02
1510,2024-02
1511,2024-04
1512,2024-05
1513,2024-02
1514,2024-04
1515,2024-02
1516,2024-06
1517,2024-04
1518,2024-05
1519,2024-03
1520,2024-01
1521,2024-06
1522,2024-06
1523,2024-04
1524,2024-06
1525,2024-06
1526,2024-03
1527,2024-01
1528,2024-04
1529,2024-02
1530,2024-05
1531,2024-01
1532,2024-05
1533,2024-03
1534,2024-03
1535,2024-04
1536,2024-01
1537,2024-04
1538,2024-03
1539,2024-06
1540,2024-02
1541,2024-06
1542,2024-01
1543,2024-01
1544,2024-06
1545,2024-04
1546,2024-01
1547,2024-03
1548,2024-03
1549,2024-04
1550,2024-02
1551,2024-06
1552,2024-03
1553,2024-02
1554,2024-06
1555,2024-01
1556,2024-01
1557,2024-04
1558,2024-01
1559,2024-03
1560,2024-04
1561,2024-04
1562,2024-05
1563,2024-03
1564,2024-04
1565,2024-04
1566,2024-04
1567,2024-03
1568,2024-04
1569,2024-01
1570,2024-03
1571,2024-02
1572,2024-04
1573,2024-02
1574,2024-06
1575,2024-06
1576,2024-03
1577,2024-05
1578,2024-02
1579,2024-03
1580,2024-02
1581,2024-05
1582,2024-02
1583,2024-05
1584,2024-06
1585,2024-02
1586,2024-02
1587,2024-03
1588,2024-04
1589,2024-03
1590,2024-04
1591,2024-02
1592,2024-06
1593,2024-04
1594,2024-03
1595,2024-04
1596,2024-01
1597,2024-05
1598,2024-01
1599,2024-02
1600,2024-05
1601,2024-06
1602,2024-06
1603,2024-01
1604,2024-04
1605,2024-05
1606,2024-05
1607,2024-06
1608,2024-03
1609,2024-02
1610,2024-03
1611,2024-01
1612,2024-05
1613,2024-04
1614,2024-04
1615,2024-01
1616,2024-01
1617,2024-04
1618,2024-03
1619,2024-05
1620,2024-04
1621,2024-03
1622,2024-01
1623,2024-01
1624,2024-02
1625,2024-05
1626,2024-02
1627,2024-06
1628,2024-01
1629,2024-04
1630,2024-06
1631,2024-01
1632,2024-04
1633,2024-01
1634,2024-04
1635,2024-06
1636,2024-05
1637,2024-03
1638,2024-03
1639,2024-02
1640,2024-04
1641,2024-01
1642,2024-04
1643,2024-06
1644,2024-03
1645,2024-06
1646,2024-05
1647,2024-02
1648,2024-05
1649,2024-06
1650,2024-03
1651,2024-05
1652,2024-05
1653,2024-06
1654,2024-05
1655,2024-03
1656,2024-03
1657,2024-02
1658,2024-03
1659,2024-06
1660,2024-04
1661,2024-01
1662,2024-05
1663,2024-01
1664,2024-04
1665,2024-02
1666,2024-04
1667,2024-06
1668,2024-01
1669,2024-01
1670,2024-05
1671,2024-05
1672,2024-01
1673,2024-01
1674,2024-06
1675,2024-06
1676,2024-05
1677,2024-06
1678,2024-05
1679,2024-06
1680,2024-04
1681,2024-04
1682,2024-06
1683,2024-04
1684,2024-03
1685,2024-01
1686,2024-06
1687,2024-05
1688,2024-03
1689,2024-05
1690,2024-04
1691,2024-01
1692,2024-01
1693,2024-05
1694,2024-03
1695,2024-03
1696,2024-02
1697,2024-05
1698,2024-05
1699,2024-06
1700,2024-01
1701,2024-02
1702,2024-03
1703,2024-06
1704,2024-04
1705,2024-01
1706,2024-02
1707,2024-04
1708,2024-04
1709,2024-03
1710,2024-02
1711,2024-03
1712,2024-05
1713,2024-06
1714,2024-05
1715,2024-02
1716,2024-05
1717,2024-05
1718,2024-02
1719,2024-03
1720,2024-01
1721,2024-06
1722,2024-02
1723,2024-04
1724,2024-02
1725,2024-04
1726,2024-03
1727,2024-05
1728,2024-06
1729,2024-05
1730,2024-05
1731,2024-06
1732,2024-03
1733,2024-04
1734,2024-01
1735,2024-05
1736,2024-03
1737,2024-06
1738,2024-06
1739,2024-04
1740,2024-03
1741,2024-02
1742,2024-04
1743,2024-06
1744,2024-04
1745,2024-01
1746,2024-05
1747,2024-05
1748,2024-01
1749,2024-05
1750,2024-05
1751,2024-03
1752,2024-02
1753,2024-04
1754,2024-06
1755,2024-02
1756,2024-05
1757,2024-03
1758,2024-01
1759,2024-03
1760,2024-03
1761,2024-05
1762,2024-02
1763,2024-04
1764,2024-06
1765,2024-05
1766,2024-06
1767,2024-01
1768,2024-04
1769,2024-01
1770,2024-01
1771,2024-03
1772,2024-01
1773,2024-01
1774,2024-05
1775,2024-05
1776,2024-04
1777,2024-06
1778,2024-03
1779,2024-05
1780,2024-03
1781,2024-01
1782,2024-01
1783,2024-06
1784,2024-03
1785,2024-01
1786,2024-05
1787,2024-03
1788,2024-01
1789,2024-03
1790,2024-04
1791,2024-03
1792,2024-03
1793,2024-06
1794,2024-05
1795,2024-03
1796,2024-06
1797,2024-06
1798,2024-05
1799,2024-05
1800,2024-04
1801,2024-02
1802,2024-02
1803,2024-02
1804,2024-02
1805,2024-04
1806,2024-06
1807,2024-03
1808,2024-01
1809,2024-02
1810,2024-05
1811,2024-05
1812,2024-03
1813,2024-01
1814,2024-05
1815,2024-01
1816,2024-06
1817,2024-05
1818,2024-03
1819,2024-06
1820,2024-02
1821,2024-04
1822,2024-02
1823,2024-06
1824,2024-05
1825,2024-04
1826,2024-02
1827,2024-05
1828,2024-06
1829,2024-02
1830,2024-06
1831,2024-01
1832,2024-03
1833,2024-05
1834,2024-05
1835,2024-04
1836,2024-03
1837,2024-01
1838,2024-02
1839,2024-02
1840,2024-04
1841,2024-02
1842,2024-05
1843,2024-05
1844,2024-03
1845,2024-03
1846,2024-01
1847,2024-02
1848,2024-04
1849,2024-06
1850,2024-05
1851,2024-02
1852,2024-06
1853,2024-06
1854,2024-03
1855,2024-06
1856,2024-04
1857,2024-04
1858,2024-01
1859,2024-03
1860,2024-06
1861,2024-06
1862,2024-01
1863,2024-01
1864,2024-01
1865,2024-01
1866,2024-03
1867,2024-06
1868,2024-01
1869,2024-04
1870,2024-04
1871,2024-05
1872,2024-05
