user_id,registration_date,marketing_source,country,platform
266,2024-06-05,Organic,DE,iOS
267,2024-01-28,Organic,DE,iOS
268,2024-06-13,Facebook Ads,UA,Android
269,2024-05-13,Google Ads,DE,Android
270,2024-06-11,Facebook Ads,US,iOS
271,2024-03-21,Google Ads,UA,iOS
272,2024-01-18,Google Ads,UA,iOS
273,2024-03-27,Organic,UA,Android
274,2024-05-17,Organic,IN,Android
275,2024-06-22,Organic,IN,iOS
276,2024-05-31,Organic,DE,Android
277,2024-02-26,Google Ads,US,Android
278,2024-06-02,Google Ads,US,iOS
279,2024-06-06,Facebook Ads,UK,iOS
280,2024-02-09,Organic,IN,iOS
281,2024-04-28,Organic,IN,Android
282,2024-03-29,Facebook Ads,IN,Android
283,2024-02-02,Organic,US,Android
284,2024-06-20,Organic,UK,iOS
285,2024-05-13,Facebook Ads,IN,Android
286,2024-06-22,Organic,UA,iOS
287,2024-02-22,Organic,UK,iOS
288,2024-06-12,Organic,IN,Android
289,2024-02-14,Google Ads,UA,Android
290,2024-03-13,Organic,UK,iOS
291,2024-03-04,Organic,UA,iOS
292,2024-04-21,Organic,US,iOS
293,2024-03-23,Organic,DE,iOS
294,2024-01-08,Google Ads,US,Android
295,2024-01-17,Organic,DE,iOS
296,2024-03-26,Organic,UK,Android
297,2024-03-01,Facebook Ads,UA,iOS
298,2024-02-25,Google Ads,US,iOS
299,2024-06-10,Organic,US,Android
300,2024-01-17,Organic,UA,Android
301,2024-02-26,Organic,IN,Android
302,2024-04-26,Organic,DE,Android
303,2024-02-13,Organic,UK,Android
304,2024-02-14,Organic,UA,Android
305,2024-05-04,Facebook Ads,UA,iOS
306,2024-03-31,Organic,IN,iOS
307,2024-05-19,Organic,US,iOS
308,2024-02-20,Influencer,DE,Android
309,2024-02-07,Organic,UK,Android
310,2024-01-09,Organic,US,Android
311,2024-06-10,Organic,IN,iOS
312,2024-01-04,Organic,UK,Android
313,2024-03-21,Facebook Ads,IN,Android
314,2024-05-08,Organic,US,iOS
315,2024-02-15,Facebook Ads,US,iOS
316,2024-05-13,Google Ads,US,iOS
317,2024-03-01,Influencer,DE,iOS
318,2024-02-26,Organic,IN,iOS
319,2024-05-28,Organic,US,iOS
320,2024-01-29,Facebook Ads,IN,Android
321,2024-02-09,Organic,UA,Android
322,2024-06-02,Organic,US,iOS
323,2024-06-11,Google Ads,IN,iOS
324,2024-01-28,Organic,UA,Android
325,2024-05-23,Organic,IN,iOS
326,2024-06-13,Google Ads,US,iOS
327,2024-03-25,Facebook Ads,US,iOS
328,2024-04-04,Organic,IN,Android
329,2024-06-02,Influencer,UA,iOS
330,2024-04-15,Facebook Ads,US,Android
331,2024-05-30,Facebook Ads,UA,iOS
332,2024-03-30,Google Ads,UA,iOS
333,2024-03-03,Influencer,UK,Android
334,2024-05-10,Organic,UK,Android
335,2024-05-02,Google Ads,DE,Android
336,2024-05-06,Influencer,IN,iOS
337,2024-01-27,Google Ads,UK,Android
338,2024-03-12,Google Ads,DE,iOS
339,2024-05-03,Organic,DE,iOS
340,2024-04-25,Facebook Ads,UA,iOS
341,2024-06-13,Google Ads,UA,iOS
342,2024-05-28,Google Ads,US,iOS
343,2024-02-27,Organic,UA,iOS
344,2024-02-08,Facebook Ads,UA,iOS
345,2024-03-02,Facebook Ads,US,Android
346,2024-05-06,Google Ads,IN,iOS
347,2024-04-02,Organic,DE,Android
348,2024-04-05,Organic,US,Android
349,2024-04-02,Organic,UA,Android
350,2024-04-10,Organic,UK,Android
351,2024-01-27,Organic,IN,iOS
352,2024-03-20,Organic,US,iOS
353,2024-05-05,Influencer,UA,Android
354,2024-04-17,Organic,IN,iOS
355,2024-02-05,Organic,DE,Android
356,2024-03-23,Organic,US,iOS
357,2024-03-31,Organic,US,Android
358,2024-05-09,Google Ads,UK,iOS
359,2024-02-06,Influencer,IN,iOS
360,2024-01-03,Organic,UA,iOS
361,2024-04-30,Facebook Ads,UK,iOS
362,2024-02-27,Facebook Ads,UK,iOS
363,2024-01-09,Facebook Ads,UK,iOS
364,2024-06-25,Organic,US,Android
365,2024-06-22,Organic,US,Android
366,2024-03-30,Google Ads,UA,iOS
367,2024-03-20,Organic,UA,iOS
368,2024-04-20,Influencer,UA,Android
369,2024-03-12,Organic,UK,iOS
370,2024-04-01,Organic,UK,Android
371,2024-05-05,Organic,IN,iOS
372,2024-02-24,Organic,US,Android
373,2024-06-24,Organic,UK,iOS
374,2024-05-18,Organic,IN,iOS
375,2024-02-21,Google Ads,UK,Android
376,2024-02-07,Organic,IN,Android
377,2024-02-01,Google Ads,US,Android
378,2024-03-05,Organic,IN,iOS
379,2024-04-22,Google Ads,US,Android
380,2024-05-26,Facebook Ads,US,Android
381,2024-04-06,Organic,IN,Android
382,2024-02-13,Google Ads,UA,Android
383,2024-03-10,Organic,US,iOS
384,2024-03-09,Facebook Ads,UA,Android
385,2024-05-09,Facebook Ads,IN,Android
386,2024-05-04,Organic,UK,Android
387,2024-02-05,Organic,IN,iOS
388,2024-06-21,Google Ads,DE,iOS
389,2024-04-18,Influencer,US,Android
390,2024-05-23,Google Ads,DE,iOS
391,2024-02-23,Google Ads,UK,Android
392,2024-04-27,Google Ads,US,iOS
393,2024-05-11,Influencer,UK,iOS
394,2024-02-05,Google Ads,UA,Android
395,2024-01-31,Organic,DE,iOS
396,2024-03-28,Google Ads,UA,Android
397,2024-03-26,Organic,DE,iOS
398,2024-03-19,Organic,UK,iOS
399,2024-04-26,Google Ads,US,Android
400,2024-05-18,Organic,UK,Android
401,2024-05-08,Organic,DE,iOS
402,2024-04-08,Organic,DE,Android
403,2024-05-11,Influencer,US,iOS
404,2024-03-09,Google Ads,IN,iOS
405,2024-02-24,Google Ads,UA,iOS
406,2024-03-04,Organic,US,iOS
407,2024-06-03,Organic,UA,Android
408,2024-01-22,Google Ads,IN,iOS
409,2024-05-06,Organic,UA,Android
410,2024-03-14,Organic,IN,iOS
411,2024-06-10,Organic,IN,Android
412,2024-04-19,Facebook Ads,UK,iOS
413,2024-01-29,Organic,IN,Android
414,2024-01-30,Organic,UK,iOS
415,2024-01-15,Facebook Ads,UK,iOS
416,2024-05-31,Organic,UA,iOS
417,2024-01-24,Organic,US,iOS
418,2024-05-09,Organic,UK,Android
419,2024-06-05,Facebook Ads,UK,Android
420,2024-06-20,Facebook Ads,DE,iOS
421,2024-06-14,Google Ads,UK,Android
422,2024-04-13,Organic,IN,iOS
423,2024-01-30,Organic,UA,Android
424,2024-01-30,Organic,DE,Android
425,2024-01-23,Google Ads,DE,iOS
426,2024-02-08,Organic,IN,iOS
427,2024-03-18,Influencer,IN,Android
428,2024-04-09,Organic,DE,iOS
429,2024-05-09,Organic,UA,Android
430,2024-05-13,Google Ads,US,Android
431,2024-02-18,Organic,UK,iOS
432,2024-02-27,Organic,DE,iOS
433,2024-01-02,Influencer,DE,iOS
434,2024-04-03,Facebook Ads,IN,Android
435,2024-04-08,Organic,US,Android
436,2024-04-01,Google Ads,UK,iOS
437,2024-01-28,Organic,UA,Android
438,2024-04-03,Influencer,IN,Android
439,2024-06-12,Google Ads,UK,Android
440,2024-01-01,Google Ads,UK,iOS
441,2024-01-22,Facebook Ads,UA,Android
442,2024-05-12,Influencer,UK,iOS
443,2024-01-17,Google Ads,UA,iOS
444,2024-04-12,Organic,UK,iOS
445,2024-04-28,Facebook Ads,DE,Android
446,2024-01-27,Organic,DE,iOS
447,2024-02-11,Facebook Ads,UK,Android
448,2024-02-07,Facebook Ads,DE,iOS
449,2024-02-25,Organic,UK,Android
450,2024-05-31,Influencer,US,iOS
451,2024-06-17,Google Ads,IN,Android
452,2024-02-27,Organic,DE,iOS
453,2024-04-23,Organic,UA,Android
454,2024-02-29,Facebook Ads,IN,iOS
455,2024-02-02,Organic,UA,Android
456,2024-02-14,Facebook Ads,UA,iOS
457,2024-05-09,Facebook Ads,UK,Android
458,2024-04-30,Organic,UK,Android
459,2024-02-09,Facebook Ads,UK,iOS
460,2024-05-03,Google Ads,US,Android
461,2024-06-03,Organic,DE,iOS
462,2024-04-10,Organic,DE,iOS
463,2024-04-15,Influencer,US,iOS
464,2024-01-21,Organic,DE,Android
465,2024-06-27,Google Ads,IN,iOS
466,2024-01-09,Organic,DE,iOS
467,2024-02-14,Google Ads,DE,Android
468,2024-05-29,Google Ads,IN,Android
469,2024-02-15,Organic,US,Android
470,2024-06-24,Facebook Ads,UK,Android
471,2024-06-18,Organic,UK,iOS
472,2024-02-16,Facebook Ads,IN,Android
473,2024-04-22,Organic,UK,iOS
474,2024-05-06,Organic,US,Android
475,2024-02-25,Facebook Ads,US,Android
476,2024-05-03,Google Ads,DE,iOS
477,2024-05-15,Organic,IN,iOS
478,2024-06-25,Facebook Ads,UA,Android
479,2024-02-24,Google Ads,UK,Android
480,2024-01-28,Facebook Ads,UA,iOS
481,2024-01-19,Influencer,US,Android
482,2024-06-22,Influencer,UK,Android
483,2024-01-03,Influencer,UK,iOS
484,2024-05-29,Influencer,US,Android
485,2024-02-11,Organic,US,iOS
486,2024-04-09,Facebook Ads,US,Android
487,2024-02-24,Organic,DE,iOS
488,2024-02-01,Organic,UK,Android
489,2024-05-14,Facebook Ads,DE,iOS
490,2024-06-26,Organic,DE,iOS
491,2024-06-12,Organic,UK,iOS
492,2024-03-11,Organic,UK,iOS
493,2024-02-08,Google Ads,UA,iOS
494,2024-04-01,Organic,UA,Android
495,2024-06-22,Influencer,US,Android
496,2024-06-11,Google Ads,UK,iOS
497,2024-06-12,Organic,IN,iOS
498,2024-02-06,Organic,DE,Android
499,2024-01-29,Google Ads,DE,iOS
500,2024-03-07,Organic,UA,iOS
501,2024-04-27,Influencer,UK,iOS
502,2024-05-18,Google Ads,US,Android
503,2024-02-12,Google Ads,UK,Android
504,2024-02-22,Google Ads,US,Android
505,2024-06-20,Facebook Ads,DE,iOS
506,2024-05-04,Influencer,UA,Android
507,2024-03-08,Facebook Ads,DE,iOS
508,2024-01-27,Google Ads,US,Android
509,2024-03-06,Facebook Ads,DE,Android
510,2024-01-17,Google Ads,UA,iOS
511,2024-02-23,Google Ads,IN,iOS
512,2024-06-16,Google Ads,UA,iOS
513,2024-06-02,Google Ads,DE,Android
514,2024-03-16,Organic,DE,Android
515,2024-01-16,Google Ads,IN,iOS
516,2024-06-09,Organic,UA,iOS
517,2024-06-08,Organic,IN,Android
518,2024-04-13,Organic,IN,iOS
519,2024-02-03,Influencer,DE,iOS
520,2024-05-08,Organic,UA,iOS
521,2024-01-03,Facebook Ads,UK,Android
522,2024-03-11,Facebook Ads,IN,iOS
523,2024-02-27,Organic,UA,iOS
524,2024-05-27,Organic,UA,Android
525,2024-04-04,Google Ads,US,Android
526,2024-03-22,Influencer,UA,Android
527,2024-06-13,Organic,UA,iOS
528,2024-01-23,Google Ads,US,Android
529,2024-02-08,Organic,US,Android
530,2024-02-10,Influencer,US,iOS
531,2024-04-15,Google Ads,US,iOS
532,2024-03-25,Facebook Ads,UA,iOS
533,2024-04-12,Organic,IN,Android
534,2024-02-23,Google Ads,UA,iOS
535,2024-06-02,Organic,DE,iOS
536,2024-03-14,Organic,UA,iOS
537,2024-03-16,Organic,US,Android
538,2024-02-15,Organic,UA,iOS
539,2024-01-06,Organic,UA,Android
540,2024-03-28,Facebook Ads,UK,iOS
541,2024-03-19,Organic,DE,iOS
542,2024-05-23,Organic,DE,Android
543,2024-06-15,Influencer,US,Android
544,2024-04-06,Facebook Ads,DE,iOS
545,2024-05-22,Organic,UA,iOS
546,2024-04-02,Organic,UA,Android
547,2024-01-07,Organic,IN,Android
548,2024-05-10,Organic,US,Android
549,2024-02-28,Influencer,IN,iOS
550,2024-03-12,Organic,IN,Android
551,2024-01-14,Organic,IN,iOS
552,2024-02-11,Facebook Ads,IN,Android
553,2024-03-12,Facebook Ads,US,Android
554,2024-04-10,Organic,IN,iOS
555,2024-06-25,Google Ads,UK,Android
556,2024-03-10,Facebook Ads,DE,Android
557,2024-03-04,Google Ads,UA,iOS
558,2024-05-18,Organic,UK,Android
559,2024-05-27,Organic,US,iOS
560,2024-03-16,Organic,IN,Android
561,2024-02-28,Organic,IN,Android
562,2024-01-12,Google Ads,UA,iOS
563,2024-06-21,Organic,DE,iOS
564,2024-02-19,Organic,UK,Android
565,2024-06-03,Google Ads,US,iOS
566,2024-06-19,Google Ads,DE,iOS
567,2024-01-05,Organic,UK,iOS
568,2024-05-27,Organic,IN,Android
569,2024-01-14,Google Ads,UA,Android
570,2024-04-12,Facebook Ads,UA,Android
571,2024-06-07,Facebook Ads,UA,iOS
572,2024-04-01,Organic,US,iOS
573,2024-03-30,Organic,IN,iOS
574,2024-02-24,Organic,US,Android
575,2024-05-15,Organic,UA,iOS
576,2024-06-28,Google Ads,UK,iOS
577,2024-03-25,Organic,IN,Android
578,2024-02-27,Organic,US,iOS
579,2024-01-22,Organic,IN,Android
580,2024-03-18,Facebook Ads,UK,Android
581,2024-04-29,Organic,UA,iOS
582,2024-06-14,Facebook Ads,IN,Android
583,2024-06-06,Organic,UA,Android
584,2024-05-16,Google Ads,UK,iOS
585,2024-02-07,Organic,UA,iOS
586,2024-03-15,Organic,DE,iOS
587,2024-06-23,Facebook Ads,IN,Android
588,2024-02-02,Organic,UA,Android
589,2024-02-02,Organic,UA,Android
590,2024-02-17,Influencer,UA,iOS
591,2024-05-31,Organic,UK,Android
592,2024-01-01,Organic,US,Android
593,2024-06-14,Organic,UK,iOS
594,2024-05-30,Google Ads,UK,iOS
595,2024-05-11,Organic,US,iOS
596,2024-03-13,Organic,IN,iOS
597,2024-03-20,Facebook Ads,IN,iOS
598,2024-06-27,Organic,UA,Android
599,2024-03-18,Organic,UK,Android
600,2024-04-20,Facebook Ads,US,Android
601,2024-06-27,Organic,UK,Android
602,2024-03-08,Facebook Ads,IN,iOS
603,2024-05-07,Organic,IN,iOS
604,2024-02-04,Google Ads,IN,iOS
605,2024-03-13,Google Ads,US,Android
606,2024-04-09,Organic,UA,iOS
607,2024-06-18,Google Ads,UA,Android
608,2024-02-03,Organic,UA,iOS
609,2024-05-09,Facebook Ads,US,iOS
610,2024-05-07,Google Ads,UA,iOS
611,2024-06-09,Organic,DE,iOS
612,2024-03-06,Facebook Ads,UK,iOS
613,2024-06-04,Organic,UK,iOS
614,2024-06-25,Organic,US,iOS
615,2024-03-07,Organic,US,Android
616,2024-05-07,Facebook Ads,IN,iOS
617,2024-06-07,Organic,DE,iOS
618,2024-05-05,Organic,UK,iOS
619,2024-02-24,Organic,DE,iOS
620,2024-03-30,Organic,IN,Android
621,2024-05-22,Influencer,UA,Android
622,2024-03-22,Organic,US,iOS
623,2024-01-03,Organic,IN,iOS
624,2024-01-09,Organic,IN,Android
625,2024-03-29,Organic,DE,Android
626,2024-01-02,Google Ads,IN,Android
627,2024-06-15,Organic,IN,Android
628,2024-01-09,Facebook Ads,DE,iOS
629,2024-06-18,Organic,UA,iOS
630,2024-06-15,Organic,IN,Android
631,2024-06-19,Facebook Ads,DE,Android
632,2024-03-31,Organic,UA,iOS
633,2024-05-04,Influencer,DE,Android
634,2024-05-15,Google Ads,IN,Android
635,2024-01-09,Organic,UK,iOS
636,2024-02-21,Google Ads,US,Android
637,2024-02-13,Organic,UK,Android
638,2024-02-08,Influencer,UK,Android
639,2024-02-17,Organic,UA,iOS
640,2024-01-22,Organic,UK,Android
641,2024-04-13,Influencer,IN,Android
642,2024-02-01,Organic,DE,iOS
643,2024-06-02,Influencer,UK,iOS
644,2024-04-02,Google Ads,IN,Android
645,2024-01-23,Organic,US,Android
646,2024-02-02,Facebook Ads,UA,iOS
647,2024-06-29,Facebook Ads,IN,Android
648,2024-06-01,Facebook Ads,UA,Android
649,2024-02-22,Organic,IN,Android
650,2024-04-19,Organic,UA,Android
651,2024-02-03,Google Ads,DE,iOS
652,2024-05-05,Organic,US,iOS
653,2024-02-05,Google Ads,UA,iOS
654,2024-06-28,Facebook Ads,US,Android
655,2024-01-12,Organic,DE,Android
656,2024-01-01,Facebook Ads,IN,Android
657,2024-04-28,Organic,UA,iOS
658,2024-03-30,Google Ads,UK,iOS
659,2024-01-06,Organic,UA,iOS
660,2024-02-21,Organic,UK,Android
661,2024-06-04,Organic,UK,Android
662,2024-03-23,Facebook Ads,UK,Android
663,2024-04-16,Facebook Ads,DE,iOS
664,2024-05-12,Organic,IN,Android
665,2024-03-15,Facebook Ads,IN,Android
666,2024-06-19,Organic,UK,Android
667,2024-01-10,Google Ads,DE,iOS
668,2024-01-30,Organic,UK,Android
669,2024-04-05,Google Ads,UA,iOS
670,2024-03-10,Google Ads,UA,Android
671,2024-06-18,Organic,US,Android
672,2024-01-06,Google Ads,IN,Android
673,2024-02-05,Organic,UK,iOS
674,2024-02-21,Facebook Ads,UK,iOS
675,2024-01-15,Organic,UK,iOS
676,2024-02-10,Organic,UA,Android
